Input_Degree,Input_Weight,Control_Degree,Control_Weight,MinW
6,5,13,7,39
6,5,13,7,38
6,5,13,7,38
6,5,13,7,42
6,5,13,7,37
6,5,13,9,42
6,5,13,7,37
6,5,13,9,37
6,5,13,7,39
6,5,13,7,41
6,5,13,7,42
6,5,13,7,39
6,5,13,7,45
6,5,13,7,35
6,5,13,9,38
6,5,13,9,39
6,5,13,7,47
6,5,13,9,41
6,5,13,9,35
6,5,13,5,37
6,5,13,5,37
6,5,13,7,44
6,5,13,5,41
6,5,13,5,41
6,5,13,7,39
6,5,13,5,38
6,5,13,7,36
6,5,13,5,44
6,5,13,7,36
6,5,13,9,38
6,5,13,5,41
6,5,13,7,47
6,5,13,7,39
6,5,13,7,38
6,5,13,9,35
6,5,13,5,42
6,5,13,7,49
6,5,13,7,38
6,5,13,7,38
6,5,13,5,39
6,5,13,7,36
6,5,13,7,39
6,5,13,5,44
6,5,13,7,45
6,5,13,7,45
6,5,13,7,37
6,5,13,7,49
6,5,13,7,40
6,5,13,7,47
6,5,13,9,39
6,5,13,7,55
6,5,13,7,43
6,5,13,7,44
6,5,13,7,38
6,5,13,9,42
6,5,13,9,37
6,5,13,9,42
6,5,13,7,39
6,5,13,9,35
6,5,13,9,45
6,5,13,9,38
6,5,13,5,37
6,5,13,5,41
6,5,13,5,38
6,5,13,7,38
6,5,13,9,47
6,5,13,7,39
6,5,13,7,38
6,5,13,7,39
6,5,13,7,38
6,5,13,9,41
6,5,13,9,36
6,5,13,7,37
6,5,13,7,38
6,5,13,7,37
6,5,13,7,37
6,5,13,9,39
6,5,13,9,38
6,5,13,7,39
6,5,13,9,40
6,5,13,9,42
6,5,13,7,39
6,5,13,7,40
6,5,13,9,39
6,5,13,9,40
6,5,13,9,35
6,5,13,9,37
6,5,13,9,49
6,5,13,9,43
6,5,13,9,39
6,5,13,7,43
6,5,13,7,39
6,5,13,7,46
6,5,13,9,39
6,5,13,9,39
6,5,13,9,41
6,5,13,11,41
6,5,13,11,43
6,5,13,9,40
6,5,13,5,40
6,5,13,5,43
6,5,13,7,38
6,5,13,5,45
6,5,13,5,37
6,5,13,7,39
6,5,13,7,41
6,5,13,5,42
6,5,13,7,37
6,5,13,7,35
6,5,13,5,36
6,5,13,7,40
6,5,13,7,41
6,5,13,9,50
6,5,13,7,40
6,5,13,7,46
6,5,13,9,36
6,5,13,7,40
6,5,13,7,41
6,5,13,9,41
6,5,13,5,36
6,5,13,7,35
6,5,13,5,38
6,5,13,7,36
6,5,13,7,37
6,5,13,7,42
6,5,13,9,40
6,5,13,5,36
6,5,13,7,41
6,5,13,7,37
6,5,13,9,37
6,5,13,9,49
6,5,13,5,36
6,5,13,7,39
6,5,13,9,41
6,5,13,9,35
6,5,13,9,36
6,5,13,9,40
6,5,13,7,40
6,5,13,9,43
6,5,13,9,39
6,5,13,9,37
6,5,13,5,55
6,5,13,7,48
6,5,13,7,37
6,5,13,5,41
6,5,13,7,40
6,5,13,7,46
6,5,13,7,36
6,5,13,7,42
6,5,13,9,43
6,5,13,7,47
6,5,13,9,40
6,5,13,9,38
6,5,13,7,40
6,5,13,7,42
6,5,13,7,38
6,5,13,7,42
6,5,13,9,40
6,5,13,9,42
6,5,13,9,38
6,5,13,9,37
6,5,13,5,43
6,5,13,7,46
6,5,13,7,38
6,5,13,7,39
6,5,13,9,50
6,5,13,9,43
6,5,13,7,39
6,5,13,7,36
6,5,13,9,37
6,5,13,11,47
6,5,13,7,38
6,5,13,9,47
6,5,13,9,42
6,5,13,9,41
6,5,13,9,38
6,5,13,9,42
6,5,13,9,38
6,5,13,11,37
6,5,13,7,40
6,5,13,5,38
6,5,13,7,37
6,5,13,7,44
6,5,13,9,37
6,5,13,5,41
6,5,13,7,39
6,5,13,7,39
6,5,13,7,41
6,5,13,7,37
6,5,13,7,40
6,5,13,7,39
6,5,13,9,39
6,5,13,9,38
6,5,13,7,41
6,5,13,7,40
6,5,13,9,40
6,5,13,7,45
6,5,13,9,46
6,5,13,9,50
6,5,13,7,37
6,5,13,7,46
6,5,13,7,39
6,5,13,9,37
6,5,13,9,40
6,5,13,9,41
6,5,13,7,38
6,5,13,9,39
6,5,13,9,37
6,5,13,9,43
6,5,13,7,39
6,5,13,9,39
6,5,13,9,38
6,5,13,9,39
6,5,13,9,40
6,5,13,9,38
6,5,13,9,43
6,5,13,11,41
6,5,13,7,46
6,5,13,7,44
6,5,13,7,35
6,5,13,7,47
6,5,13,7,46
6,5,13,9,38
6,5,13,9,42
6,5,13,9,35
6,5,13,7,39
6,5,13,9,43
6,5,13,9,47
6,5,13,7,36
6,5,13,9,35
6,5,13,9,45
6,5,13,9,36
6,5,13,9,41
6,5,13,9,41
6,5,13,11,39
6,5,13,11,35
6,5,13,11,44
6,5,13,7,35
6,5,13,7,39
6,5,13,7,41
6,5,13,9,36
6,5,13,11,44
6,5,13,7,39
6,5,13,9,42
6,5,13,9,37
6,5,13,9,36
6,5,13,11,37
6,5,13,9,39
6,5,13,9,38
6,5,13,9,38
6,5,13,9,36
6,5,13,11,40
6,5,13,9,43
6,5,13,11,38
6,5,13,11,37
6,5,13,11,48
6,5,13,11,40
6,5,13,11,38
6,5,13,13,52
6,5,13,5,41
6,5,13,5,37
6,5,13,5,36
6,5,13,7,44
6,5,13,5,46
6,5,13,7,37
6,5,13,7,43
6,5,13,7,43
6,5,13,9,39
6,5,13,5,46
6,5,13,5,39
6,5,13,7,38
6,5,13,9,41
6,5,13,5,36
6,5,13,7,39
6,5,13,7,37
6,5,13,7,48
6,5,13,9,38
6,5,13,5,38
6,5,13,7,40
6,5,13,7,39
6,5,13,7,37
6,5,13,7,38
6,5,13,9,38
6,5,13,7,40
6,5,13,7,36
6,5,13,9,39
6,5,13,7,37
6,5,13,7,36
6,5,13,9,39
6,5,13,7,37
6,5,13,7,35
6,5,13,9,38
6,5,13,7,46
6,5,13,9,36
6,5,13,9,38
6,5,13,9,37
6,5,13,11,37
6,5,13,5,38
6,5,13,7,38
6,5,13,7,38
6,5,13,7,38
6,5,13,7,43
6,5,13,7,42
6,5,13,7,36
6,5,13,7,38
6,5,13,7,39
6,5,13,5,48
6,5,13,7,43
6,5,13,7,40
6,5,13,9,41
6,5,13,7,43
6,5,13,9,38
6,5,13,9,35
6,5,13,7,38
6,5,13,9,41
6,5,13,9,42
6,5,13,9,41
6,5,13,7,42
6,5,13,7,41
6,5,13,9,45
6,5,13,7,39
6,5,13,9,37
6,5,13,9,45
6,5,13,9,42
6,5,13,9,37
6,5,13,9,48
6,5,13,9,39
6,5,13,7,37
6,5,13,9,37
6,5,13,9,41
6,5,13,9,43
6,5,13,9,40
6,5,13,11,46
6,5,13,11,39
6,5,13,5,41
6,5,13,7,37
6,5,13,7,40
6,5,13,5,38
6,5,13,7,45
6,5,13,9,36
6,5,13,7,42
6,5,13,9,38
6,5,13,9,42
6,5,13,7,36
6,5,13,7,44
6,5,13,7,41
6,5,13,7,37
6,5,13,9,39
6,5,13,7,41
6,5,13,9,50
6,5,13,9,39
6,5,13,9,38
6,5,13,7,39
6,5,13,9,36
6,5,13,7,36
6,5,13,7,42
6,5,13,9,39
6,5,13,7,40
6,5,13,9,41
6,5,13,9,36
6,5,13,9,38
6,5,13,9,45
6,5,13,11,42
6,5,13,9,38
6,5,13,7,42
6,5,13,9,44
6,5,13,9,41
6,5,13,9,41
6,5,13,9,40
6,5,13,9,36
6,5,13,9,39
6,5,13,11,39
6,5,13,5,39
6,5,13,7,42
6,5,13,9,37
6,5,13,7,40
6,5,13,9,39
6,5,13,9,36
6,5,13,7,41
6,5,13,7,40
6,5,13,9,40
6,5,13,9,37
6,5,13,9,45
6,5,13,7,39
6,5,13,9,38
6,5,13,9,43
6,5,13,9,41
6,5,13,9,37
6,5,13,9,37
6,5,13,9,49
6,5,13,9,41
6,5,13,11,36
6,5,13,7,38
6,5,13,9,39
6,5,13,9,39
6,5,13,7,36
6,5,13,9,40
6,5,13,9,39
6,5,13,7,39
6,5,13,9,37
6,5,13,9,41
6,5,13,9,38
6,5,13,11,39
6,5,13,9,39
6,5,13,9,37
6,5,13,9,45
6,5,13,9,36
6,5,13,9,46
6,5,13,11,37
6,5,13,9,40
6,5,13,11,43
6,5,13,11,47
6,5,13,9,45
6,5,13,11,42
6,5,13,5,36
6,5,13,5,38
6,5,13,7,37
6,5,13,7,45
6,5,13,7,38
6,5,13,7,37
6,5,13,7,46
6,5,13,7,36
6,5,13,7,39
6,5,13,7,42
6,5,13,7,41
6,5,13,7,39
6,5,13,9,37
6,5,13,7,45
6,5,13,9,41
6,5,13,7,43
6,5,13,9,45
6,5,13,9,41
6,5,13,5,43
6,5,13,7,41
6,5,13,7,37
6,5,13,7,36
6,5,13,7,40
6,5,13,9,43
6,5,13,9,40
6,5,13,9,42
6,5,13,7,38
6,5,13,7,37
6,5,13,9,39
6,5,13,7,38
6,5,13,9,40
6,5,13,9,39
6,5,13,9,41
6,5,13,9,47
6,5,13,9,38
6,5,13,11,39
6,5,13,11,45
6,5,13,11,35
6,5,13,7,38
6,5,13,7,37
6,5,13,9,38
6,5,13,9,36
6,5,13,7,37
6,5,13,9,38
6,5,13,7,40
6,5,13,9,40
6,5,13,9,36
6,5,13,9,41
6,5,13,7,49
6,5,13,9,36
6,5,13,11,37
6,5,13,9,45
6,5,13,9,35
6,5,13,9,37
6,5,13,11,40
6,5,13,9,49
6,5,13,9,41
6,5,13,11,37
6,5,13,7,40
6,5,13,9,35
6,5,13,9,34
6,5,13,9,43
6,5,13,11,38
6,5,13,9,40
6,5,13,9,41
6,5,13,9,37
6,5,13,9,40
6,5,13,11,44
6,5,13,9,39
6,5,13,11,41
6,5,13,9,42
6,5,13,9,39
6,5,13,9,36
6,5,13,9,46
6,5,13,11,40
6,5,13,11,36
6,5,13,9,46
6,5,13,11,38
6,5,13,11,38
6,5,13,13,35
6,5,13,7,42
6,5,13,7,46
6,5,13,7,39
6,5,13,9,48
6,5,13,7,42
6,5,13,7,38
6,5,13,9,40
6,5,13,9,47
6,5,13,9,37
6,5,13,9,38
6,5,13,7,41
6,5,13,9,41
6,5,13,9,37
6,5,13,9,39
6,5,13,9,38
6,5,13,9,40
6,5,13,9,38
6,5,13,9,42
6,5,13,11,40
6,5,13,11,38
6,5,13,7,41
6,5,13,9,39
6,5,13,9,41
6,5,13,7,36
6,5,13,9,37
6,5,13,9,36
6,5,13,9,47
6,5,13,7,38
6,5,13,9,47
6,5,13,9,41
6,5,13,9,44
6,5,13,11,40
6,5,13,7,43
6,5,13,9,38
6,5,13,9,38
6,5,13,11,39
6,5,13,9,42
6,5,13,9,36
6,5,13,11,39
6,5,13,11,48
6,5,13,11,45
6,5,13,11,42
6,5,13,7,49
6,5,13,7,43
6,5,13,9,41
6,5,13,9,37
6,5,13,9,41
6,5,13,11,39
6,5,13,7,44
6,5,13,9,37
6,5,13,9,41
6,5,13,9,41
6,5,13,9,39
6,5,13,9,40
6,5,13,11,36
6,5,13,9,37
6,5,13,11,44
6,5,13,11,37
6,5,13,9,35
6,5,13,11,38
6,5,13,9,41
6,5,13,9,37
6,5,13,11,35
6,5,13,9,43
6,5,13,11,43
6,5,13,11,44
6,5,13,9,37
6,5,13,9,47
6,5,13,9,41
6,5,13,9,40
6,5,13,11,40
6,5,13,9,40
6,5,13,9,37
6,5,13,9,40
6,5,13,9,42
6,5,13,11,37
6,5,13,11,43
6,5,13,11,40
6,5,13,13,40
6,5,13,13,45
7,3,12,5,43
7,3,12,5,38
7,3,12,7,39
7,3,12,7,39
7,3,12,5,41
7,3,12,5,41
7,3,12,7,42
7,3,12,5,41
7,3,12,7,35
7,3,12,5,38
7,3,12,7,41
7,3,12,7,37
7,3,12,7,44
7,3,12,5,35
7,3,12,7,40
7,3,12,5,37
7,3,12,7,45
7,3,12,7,42
7,3,12,9,46
7,3,12,5,45
7,3,12,7,37
7,3,12,7,40
7,3,12,7,37
7,3,12,7,41
7,3,12,9,39
7,3,12,7,36
7,3,12,5,42
7,3,12,7,40
7,3,12,7,45
7,3,12,7,40
7,3,12,5,41
7,3,12,7,36
7,3,12,9,40
7,3,12,7,35
7,3,12,7,39
7,3,12,7,40
7,3,12,7,41
7,3,12,7,39
7,3,12,5,44
7,3,12,5,42
7,3,12,7,43
7,3,12,7,37
7,3,12,7,38
7,3,12,7,38
7,3,12,7,42
7,3,12,7,45
7,3,12,7,39
7,3,12,7,40
7,3,12,7,36
7,3,12,7,39
7,3,12,7,43
7,3,12,7,37
7,3,12,7,44
7,3,12,9,41
7,3,12,9,44
7,3,12,9,36
7,3,12,5,39
7,3,12,7,38
7,3,12,7,41
7,3,12,7,38
7,3,12,7,37
7,3,12,9,40
7,3,12,7,42
7,3,12,7,41
7,3,12,7,39
7,3,12,7,39
7,3,12,9,37
7,3,12,7,40
7,3,12,9,38
7,3,12,9,37
7,3,12,11,39
7,3,12,7,37
7,3,12,7,46
7,3,12,7,40
7,3,12,5,41
7,3,12,7,42
7,3,12,7,41
7,3,12,9,37
7,3,12,7,47
7,3,12,7,40
7,3,12,5,42
7,3,12,7,41
7,3,12,9,39
7,3,12,7,40
7,3,12,7,37
7,3,12,9,43
7,3,12,7,38
7,3,12,9,41
7,3,12,9,38
7,3,12,7,49
7,3,12,7,39
7,3,12,7,48
7,3,12,7,40
7,3,12,7,46
7,3,12,7,37
7,3,12,7,37
7,3,12,9,38
7,3,12,7,43
7,3,12,7,39
7,3,12,9,38
7,3,12,9,37
7,3,12,7,40
7,3,12,9,34
7,3,12,11,38
7,3,12,7,43
7,3,12,9,39
7,3,12,5,39
7,3,12,5,41
7,3,12,7,40
7,3,12,7,46
7,3,12,7,38
7,3,12,7,38
7,3,12,9,37
7,3,12,7,38
7,3,12,9,61
7,3,12,7,40
7,3,12,7,37
7,3,12,9,40
7,3,12,9,42
7,3,12,7,39
7,3,12,7,38
7,3,12,7,39
7,3,12,7,38
7,3,12,9,39
7,3,12,9,34
7,3,12,7,39
7,3,12,7,43
7,3,12,7,37
7,3,12,7,41
7,3,12,9,37
7,3,12,7,37
7,3,12,7,38
7,3,12,9,39
7,3,12,9,42
7,3,12,9,38
7,3,12,9,42
7,3,12,7,45
7,3,12,9,38
7,3,12,9,47
7,3,12,9,35
7,3,12,9,39
7,3,12,11,38
7,3,12,11,40
7,3,12,9,43
7,3,12,5,38
7,3,12,5,36
7,3,12,7,41
7,3,12,7,40
7,3,12,5,44
7,3,12,5,35
7,3,12,7,36
7,3,12,5,45
7,3,12,7,41
7,3,12,5,38
7,3,12,7,44
7,3,12,7,45
7,3,12,7,39
7,3,12,5,41
7,3,12,7,42
7,3,12,5,37
7,3,12,7,35
7,3,12,7,38
7,3,12,9,43
7,3,12,5,43
7,3,12,7,39
7,3,12,7,38
7,3,12,7,38
7,3,12,7,39
7,3,12,9,36
7,3,12,7,38
7,3,12,5,45
7,3,12,7,36
7,3,12,7,38
7,3,12,7,40
7,3,12,5,41
7,3,12,7,43
7,3,12,9,41
7,3,12,7,38
7,3,12,7,41
7,3,12,7,36
7,3,12,7,39
7,3,12,7,37
7,3,12,5,43
7,3,12,5,40
7,3,12,7,38
7,3,12,7,35
7,3,12,7,37
7,3,12,7,45
7,3,12,7,42
7,3,12,7,38
7,3,12,7,38
7,3,12,7,38
7,3,12,7,37
7,3,12,7,41
7,3,12,7,38
7,3,12,7,50
7,3,12,7,41
7,3,12,9,44
7,3,12,9,38
7,3,12,9,36
7,3,12,5,40
7,3,12,7,37
7,3,12,7,37
7,3,12,7,50
7,3,12,7,42
7,3,12,9,37
7,3,12,7,39
7,3,12,7,40
7,3,12,7,39
7,3,12,7,41
7,3,12,9,38
7,3,12,7,44
7,3,12,9,38
7,3,12,9,41
7,3,12,11,38
7,3,12,7,46
7,3,12,7,38
7,3,12,7,40
7,3,12,5,36
7,3,12,7,42
7,3,12,7,36
7,3,12,9,40
7,3,12,7,41
7,3,12,7,44
7,3,12,5,41
7,3,12,7,40
7,3,12,9,45
7,3,12,7,47
7,3,12,7,39
7,3,12,9,41
7,3,12,7,38
7,3,12,9,43
7,3,12,9,40
7,3,12,7,38
7,3,12,7,41
7,3,12,7,38
7,3,12,7,38
7,3,12,7,37
7,3,12,7,37
7,3,12,7,47
7,3,12,9,39
7,3,12,7,42
7,3,12,7,37
7,3,12,9,40
7,3,12,9,37
7,3,12,7,48
7,3,12,9,42
7,3,12,11,40
7,3,12,7,37
7,3,12,9,39
7,3,12,5,40
7,3,12,5,41
7,3,12,7,35
7,3,12,7,42
7,3,12,7,36
7,3,12,7,43
7,3,12,9,46
7,3,12,7,42
7,3,12,9,37
7,3,12,7,41
7,3,12,7,42
7,3,12,9,38
7,3,12,9,38
7,3,12,7,37
7,3,12,7,38
7,3,12,7,42
7,3,12,7,39
7,3,12,9,36
7,3,12,9,49
7,3,12,7,41
7,3,12,7,45
7,3,12,7,35
7,3,12,7,46
7,3,12,9,37
7,3,12,7,36
7,3,12,7,38
7,3,12,9,39
7,3,12,9,46
7,3,12,9,39
7,3,12,9,39
7,3,12,7,37
7,3,12,9,47
7,3,12,9,48
7,3,12,9,39
7,3,12,9,36
7,3,12,11,50
7,3,12,11,46
7,3,12,9,39
7,5,12,5,38
7,5,12,5,35
7,5,12,7,44
7,5,12,7,37
7,5,12,5,42
7,5,12,5,38
7,5,12,7,37
7,5,12,5,39
7,5,12,7,42
7,5,12,5,37
7,5,12,7,38
7,5,12,7,35
7,5,12,7,44
7,5,12,5,38
7,5,12,7,37
7,5,12,5,41
7,5,12,7,37
7,5,12,7,36
7,5,12,9,44
7,5,12,5,43
7,5,12,7,41
7,5,12,7,43
7,5,12,7,41
7,5,12,7,38
7,5,12,9,38
7,5,12,7,39
7,5,12,5,52
7,5,12,7,40
7,5,12,7,42
7,5,12,7,41
7,5,12,5,47
7,5,12,7,37
7,5,12,9,51
7,5,12,7,39
7,5,12,7,41
7,5,12,7,38
7,5,12,7,37
7,5,12,7,38
7,5,12,5,44
7,5,12,5,44
7,5,12,7,43
7,5,12,7,36
7,5,12,7,36
7,5,12,7,42
7,5,12,7,42
7,5,12,7,44
7,5,12,7,36
7,5,12,7,39
7,5,12,7,38
7,5,12,7,39
7,5,12,7,35
7,5,12,7,40
7,5,12,7,45
7,5,12,9,36
7,5,12,9,38
7,5,12,9,39
7,5,12,5,48
7,5,12,7,42
7,5,12,7,34
7,5,12,7,38
7,5,12,7,43
7,5,12,9,39
7,5,12,7,46
7,5,12,7,44
7,5,12,7,42
7,5,12,7,36
7,5,12,9,46
7,5,12,7,36
7,5,12,9,36
7,5,12,9,43
7,5,12,11,34
7,5,12,7,41
7,5,12,7,34
7,5,12,7,38
7,5,12,5,43
7,5,12,7,44
7,5,12,7,54
7,5,12,9,63
7,5,12,7,38
7,5,12,7,38
7,5,12,5,43
7,5,12,7,39
7,5,12,9,37
7,5,12,7,38
7,5,12,7,43
7,5,12,9,36
7,5,12,7,40
7,5,12,9,40
7,5,12,9,45
7,5,12,7,36
7,5,12,7,45
7,5,12,7,43
7,5,12,7,37
7,5,12,7,40
7,5,12,7,36
7,5,12,7,38
7,5,12,9,41
7,5,12,7,47
7,5,12,7,40
7,5,12,9,40
7,5,12,9,41
7,5,12,7,39
7,5,12,9,39
7,5,12,11,42
7,5,12,7,37
7,5,12,9,40
7,5,12,5,39
7,5,12,5,37
7,5,12,7,44
7,5,12,7,44
7,5,12,7,41
7,5,12,7,38
7,5,12,9,36
7,5,12,7,37
7,5,12,9,35
7,5,12,7,39
7,5,12,7,40
7,5,12,9,40
7,5,12,9,38
7,5,12,7,38
7,5,12,7,38
7,5,12,7,43
7,5,12,7,53
7,5,12,9,45
7,5,12,9,43
7,5,12,7,43
7,5,12,7,37
7,5,12,7,45
7,5,12,7,36
7,5,12,9,37
7,5,12,7,47
7,5,12,7,36
7,5,12,9,42
7,5,12,9,41
7,5,12,9,38
7,5,12,9,39
7,5,12,7,45
7,5,12,9,34
7,5,12,9,37
7,5,12,9,37
7,5,12,9,46
7,5,12,11,40
7,5,12,11,45
7,5,12,9,37
7,3,12,5,41
7,3,12,5,45
7,3,12,7,37
7,3,12,7,46
7,3,12,5,41
7,3,12,5,41
7,3,12,7,47
7,3,12,5,41
7,3,12,7,37
7,3,12,5,36
7,3,12,7,48
7,3,12,7,38
7,3,12,7,39
7,3,12,5,35
7,3,12,7,37
7,3,12,5,40
7,3,12,7,39
7,3,12,7,41
7,3,12,9,39
7,3,12,5,40
7,3,12,7,45
7,3,12,7,44
7,3,12,7,42
7,3,12,7,38
7,3,12,9,39
7,3,12,7,37
7,3,12,5,36
7,3,12,7,38
7,3,12,7,46
7,3,12,7,40
7,3,12,5,44
7,3,12,7,36
7,3,12,9,36
7,3,12,7,50
7,3,12,7,38
7,3,12,7,43
7,3,12,7,36
7,3,12,7,38
7,3,12,5,40
7,3,12,5,37
7,3,12,7,41
7,3,12,7,36
7,3,12,7,41
7,3,12,7,41
7,3,12,7,41
7,3,12,7,42
7,3,12,7,42
7,3,12,7,40
7,3,12,7,35
7,3,12,7,39
7,3,12,7,37
7,3,12,7,44
7,3,12,7,42
7,3,12,9,49
7,3,12,9,38
7,3,12,9,39
7,3,12,5,43
7,3,12,7,36
7,3,12,7,38
7,3,12,7,38
7,3,12,7,38
7,3,12,9,38
7,3,12,7,41
7,3,12,7,40
7,3,12,7,40
7,3,12,7,37
7,3,12,9,38
7,3,12,7,38
7,3,12,9,37
7,3,12,9,41
7,3,12,11,46
7,3,12,7,40
7,3,12,7,42
7,3,12,7,39
7,3,12,5,38
7,3,12,7,38
7,3,12,7,39
7,3,12,9,39
7,3,12,7,37
7,3,12,7,50
7,3,12,5,38
7,3,12,7,38
7,3,12,9,39
7,3,12,7,38
7,3,12,7,35
7,3,12,9,41
7,3,12,7,39
7,3,12,9,46
7,3,12,9,38
7,3,12,7,42
7,3,12,7,37
7,3,12,7,47
7,3,12,7,36
7,3,12,7,41
7,3,12,7,42
7,3,12,7,36
7,3,12,9,36
7,3,12,7,38
7,3,12,7,41
7,3,12,9,47
7,3,12,9,36
7,3,12,7,44
7,3,12,9,37
7,3,12,11,50
7,3,12,7,41
7,3,12,9,45
7,3,12,5,43
7,3,12,5,45
7,3,12,7,37
7,3,12,7,43
7,3,12,7,37
7,3,12,7,42
7,3,12,9,48
7,3,12,7,38
7,3,12,9,42
7,3,12,7,45
7,3,12,7,38
7,3,12,9,39
7,3,12,9,40
7,3,12,7,35
7,3,12,7,42
7,3,12,7,38
7,3,12,7,39
7,3,12,9,37
7,3,12,9,44
7,3,12,7,38
7,3,12,7,39
7,3,12,7,37
7,3,12,7,38
7,3,12,9,39
7,3,12,7,35
7,3,12,7,45
7,3,12,9,38
7,3,12,9,43
7,3,12,9,37
7,3,12,9,40
7,3,12,7,41
7,3,12,9,40
7,3,12,9,46
7,3,12,9,43
7,3,12,9,41
7,3,12,11,40
7,3,12,11,38
7,3,12,9,36
7,5,12,5,42
7,5,12,5,39
7,5,12,7,38
7,5,12,7,46
7,5,12,5,42
7,5,12,5,38
7,5,12,7,42
7,5,12,5,39
7,5,12,7,42
7,5,12,5,38
7,5,12,7,38
7,5,12,7,45
7,5,12,7,43
7,5,12,5,49
7,5,12,7,37
7,5,12,5,42
7,5,12,7,43
7,5,12,7,50
7,5,12,9,46
7,5,12,5,45
7,5,12,7,37
7,5,12,7,37
7,5,12,7,34
7,5,12,7,40
7,5,12,9,39
7,5,12,7,48
7,5,12,5,40
7,5,12,7,37
7,5,12,7,37
7,5,12,7,43
7,5,12,5,37
7,5,12,7,35
7,5,12,9,39
7,5,12,7,44
7,5,12,7,40
7,5,12,7,39
7,5,12,7,43
7,5,12,7,39
7,5,12,5,38
7,5,12,5,39
7,5,12,7,41
7,5,12,7,39
7,5,12,7,58
7,5,12,7,39
7,5,12,7,38
7,5,12,7,35
7,5,12,7,38
7,5,12,7,37
7,5,12,7,37
7,5,12,7,44
7,5,12,7,36
7,5,12,7,38
7,5,12,7,39
7,5,12,9,38
7,5,12,9,41
7,5,12,9,36
7,5,12,5,46
7,5,12,7,39
7,5,12,7,36
7,5,12,7,37
7,5,12,7,43
7,5,12,9,41
7,5,12,7,37
7,5,12,7,40
7,5,12,7,40
7,5,12,7,38
7,5,12,9,40
7,5,12,7,45
7,5,12,9,43
7,5,12,9,47
7,5,12,11,38
7,5,12,7,39
7,5,12,7,37
7,5,12,7,40
7,5,12,5,40
7,5,12,7,37
7,5,12,7,37
7,5,12,9,41
7,5,12,7,40
7,5,12,7,37
7,5,12,5,37
7,5,12,7,39
7,5,12,9,40
7,5,12,7,43
7,5,12,7,43
7,5,12,9,36
7,5,12,7,40
7,5,12,9,37
7,5,12,9,41
7,5,12,7,43
7,5,12,7,35
7,5,12,7,39
7,5,12,7,38
7,5,12,7,37
7,5,12,7,38
7,5,12,7,40
7,5,12,9,43
7,5,12,7,50
7,5,12,7,38
7,5,12,9,43
7,5,12,9,39
7,5,12,7,39
7,5,12,9,38
7,5,12,11,41
7,5,12,7,40
7,5,12,9,46
7,5,12,5,39
7,5,12,5,38
7,5,12,7,41
7,5,12,7,38
7,5,12,7,38
7,5,12,7,47
7,5,12,9,40
7,5,12,7,37
7,5,12,9,41
7,5,12,7,39
7,5,12,7,38
7,5,12,9,40
7,5,12,9,38
7,5,12,7,45
7,5,12,7,38
7,5,12,7,45
7,5,12,7,38
7,5,12,9,39
7,5,12,9,50
7,5,12,7,39
7,5,12,7,43
7,5,12,7,43
7,5,12,7,38
7,5,12,9,38
7,5,12,7,36
7,5,12,7,37
7,5,12,9,40
7,5,12,9,38
7,5,12,9,40
7,5,12,9,37
7,5,12,7,39
7,5,12,9,36
7,5,12,9,38
7,5,12,9,39
7,5,12,9,42
7,5,12,11,48
7,5,12,11,43
7,5,12,9,46
7,5,12,5,42
7,5,12,5,35
7,5,12,7,42
7,5,12,7,35
7,5,12,5,44
7,5,12,5,36
7,5,12,7,46
7,5,12,5,42
7,5,12,7,43
7,5,12,5,40
7,5,12,7,38
7,5,12,7,35
7,5,12,7,42
7,5,12,5,36
7,5,12,7,37
7,5,12,5,40
7,5,12,7,39
7,5,12,7,36
7,5,12,9,43
7,5,12,5,42
7,5,12,7,52
7,5,12,7,37
7,5,12,7,37
7,5,12,7,40
7,5,12,9,40
7,5,12,7,39
7,5,12,5,45
7,5,12,7,44
7,5,12,7,37
7,5,12,7,40
7,5,12,5,43
7,5,12,7,40
7,5,12,9,37
7,5,12,7,40
7,5,12,7,43
7,5,12,7,41
7,5,12,7,38
7,5,12,7,42
7,5,12,5,42
7,5,12,5,42
7,5,12,7,41
7,5,12,7,44
7,5,12,7,55
7,5,12,7,42
7,5,12,7,40
7,5,12,7,43
7,5,12,7,38
7,5,12,7,51
7,5,12,7,37
7,5,12,7,41
7,5,12,7,43
7,5,12,7,42
7,5,12,7,41
7,5,12,9,47
7,5,12,9,50
7,5,12,9,36
7,5,12,5,42
7,5,12,7,45
7,5,12,7,37
7,5,12,7,38
7,5,12,7,35
7,5,12,9,42
7,5,12,7,42
7,5,12,7,40
7,5,12,7,38
7,5,12,7,40
7,5,12,9,37
7,5,12,7,36
7,5,12,9,43
7,5,12,9,41
7,5,12,11,36
7,5,12,7,42
7,5,12,7,38
7,5,12,7,40
7,5,12,5,39
7,5,12,7,40
7,5,12,7,37
7,5,12,9,37
7,5,12,7,35
7,5,12,7,45
7,5,12,5,36
7,5,12,7,39
7,5,12,9,44
7,5,12,7,37
7,5,12,7,42
7,5,12,9,41
7,5,12,7,41
7,5,12,9,39
7,5,12,9,37
7,5,12,7,40
7,5,12,7,42
7,5,12,7,38
7,5,12,7,37
7,5,12,7,39
7,5,12,7,41
7,5,12,7,43
7,5,12,9,38
7,5,12,7,43
7,5,12,7,64
7,5,12,9,37
7,5,12,9,43
7,5,12,7,43
